"Name","Average.User.Rating","User.Rating.Count","Price","Developer","Age.Rating","Languages","Size","Primary.Genre","Genres"
"8602","Tank Buster : Tank games, tank wars",4.06090464224309,3306.53127893136,0,"Chienfu Huang","9+","AR, CA, HR, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI",107640832,"Games","Games, Strategy, Entertainment, Action"
"8603","Cookie Heroes Advanture",4.06090464224309,3306.53127893136,0,"Truong Nguyen","4+","EN",63183872,"Games","Games, Entertainment, Strategy, Family"
"8604","Rooter  - Live Sports App",4,7,0,"Rooter Sports Technologies Private Limited","12+","AR, EN, HI",245146624,"Sports","Sports, Games, Sports, Strategy"
"8605","Castle Creeps TD",4.5,11298,0,"Outplay Entertainment Ltd","9+","EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES, ZH",151885824,"Games","Games, Action, Strategy"
"8606","Meer Defense",4.06090464224309,3306.53127893136,0,"YoungHyun Lee","9+","EN",88849408,"Games","Games, Puzzle, Strategy"
"8607","Hidden Object Summer Beach Vacation Spy Objects",4,88,0,"Detention Apps","4+","EN",69051392,"Games","Games, Travel, Puzzle, Strategy"
"8608","Authority NYC",4.5,52,0,"Sources and Methods","12+","EN",23058432,"Games","Games, Simulation, Strategy, Education"
"8609","Museum Robbery & Diamond Thief (Stickman World)",4.06090464224309,3306.53127893136,0,"Fuya Tong","17+","CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",38555648,"Games","Games, Action, Strategy, Entertainment"
"8610","Tower & Monsters",5,17,0,"SpotMap, Inc.","9+","EN",119692288,"Games","Games, Strategy, Role Playing"
"8611","CCG Deck Adventures Wild Arena",4.5,59,0,"Sparkling Society","9+","EN",186967040,"Games","Games, Strategy, Entertainment, Card"
"8612","Ninja vs Zombies Premium",4.06090464224309,3306.53127893136,0.99,"Thuong Dinh","4+","EN",34287616,"Games","Games, Entertainment, Board, Strategy"
"8613","Princess Mermaid Dress Up - The Mermaid Princess",4.06090464224309,3306.53127893136,0,"jiebo Zeng","4+","CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",26283008,"Games","Games, Strategy, Trivia"
"8614","Pistes",4.06090464224309,3306.53127893136,0,"A. de Roug\xe9","4+","EN, FR",16627712,"Games","Games, Strategy, Puzzle"
"8615","Tankio - Battle Arena",4,4739,0,"Peter Nguyen","4+","EN",53370880,"Games","Games, Entertainment, Action, Strategy"
"8616","Nutty Demolition",4.06090464224309,3306.53127893136,0,"DV Artz Limited","4+","EN",71735296,"Games","Games, Entertainment, Puzzle, Strategy"
"8617","Hexagon Line Up Tiles : free hex block puzzle games",4.06090464224309,3306.53127893136,0,"Md Solaiman","4+","EN",16068608,"Games","Games, Strategy, Puzzle"
"8618","Snake Lite - The Slitherio War of Color Snakes",4.5,10,0,"Janina Kretschmann","4+","EN",14316544,"Games","Games, Adventure, Strategy, Lifestyle"
"8619","Checkers - Draughts",4.06090464224309,3306.53127893136,0,"Vicente Aliaga","4+","CA, EN, ES",17227776,"Games","Games, Strategy, Board"
"8620","Fire of Ice",4.06090464224309,3306.53127893136,0,"Sergey Zuev","4+","EN",44618752,"Games","Games, Puzzle, Strategy"
"8621","1010 Block Puzzle - Fill The Grid",4.06090464224309,3306.53127893136,0,"Van Hung Tran","4+","EN",15353856,"Games","Games, Entertainment, Strategy, Puzzle"
"8622","Jelly Crush Hexagon Puzzle Game",4.06090464224309,3306.53127893136,0,"song zengqi","4+","EN",32224256,"Games","Games, Entertainment, Puzzle, Strategy"
"8623","Chess Board app",4.06090464224309,3306.53127893136,0,"Kazuya Maeda","4+","EN",16866304,"Games","Games, Entertainment, Board, Strategy"
"8624","Pop Candy Star Blast-Star crush mania,Fun match game",4.06090464224309,3306.53127893136,0,"chao zhang","4+","EN, FR, DE, JA, KO, ZH, ZH",20684800,"Games","Games, Puzzle, Strategy, Entertainment"
"8625","Hockey League All Stars - Win the competition!",4.06090464224309,3306.53127893136,0,"EDUJOY ENTERTAINMENT","4+","EN",18843648,"Games","Games, Sports, Strategy, Sports"
"8626","Color Plunge",4.06090464224309,3306.53127893136,0,"FUNMELD NETWORKS PRIVATE LIMITED","4+","EN",29501440,"Games","Games, Strategy, Entertainment, Casual"
"8627","Guess Emoji Logo Quiz: 4 pics 1 word emojis trivia games",3.5,130,0,"Tama Islam","4+","EN",12455936,"Games","Games, Strategy, Puzzle"
"8628","Money Evolution",4,380,0,"Diced Pixel, LLC","4+","EN",26959872,"Games","Games, Family, Strategy, Entertainment"
"8629","Guardians: Royal Journey",4.5,629,0,"Haypi Co., Ltd.","4+","EN, IT, PT, ZH",128111616,"Games","Games, Entertainment, Action, Strategy"
"8630","Tic Tac Toe Free Online - Multiplayer classic board game play with friends",4.5,165,0,"Vu Trong Viet Quang","4+","AR, CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI",55625728,"Games","Games, Entertainment, Board, Strategy"
"8631","Toy Claw : Claw Machine, Claw Game",4.06090464224309,3306.53127893136,0,"Chienfu Huang","4+","AR, CA, HR, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI",79730688,"Games","Games, Puzzle, Entertainment, Strategy"
"8632","Ionic Wars - Electrifying TD",4.06090464224309,3306.53127893136,2.99,"XYRALITY GmbH","4+","ZH, EN, FR, DE, IT, JA, KO, PT, RU, ES",332093440,"Games","Games, Entertainment, Casual, Strategy"
"8633","Idle Miner Tycoon: Cash Empire",4.5,283035,0,"Kolibri Games GmbH","4+","ZH, CS, DA, NL, EN, FI, FR, DE, HI, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, ES, SV, TH, ZH, TR, UK, VI",443974656,"Games","Games, Simulation, Strategy, Entertainment"
"8634","Stable!",4.06090464224309,3306.53127893136,0.99,"Cengiz Ozturk","4+","EN, TR",24963072,"Games","Games, Strategy, Casual"
"8635","Nodals",4.06090464224309,3306.53127893136,0,"Gurtz Design & Development LLC","4+","EN",15160320,"Games","Games, Entertainment, Puzzle, Strategy"
"8636","Planet Defend - Guardian Explorer",4.06090464224309,3306.53127893136,0,"Serge Spijkstra","4+","EN",30679040,"Games","Games, Family, Entertainment, Strategy"
"8637","Chess Cards Mate!",4.06090464224309,3306.53127893136,0,"Pawel Klarkowski","4+","EN, FR, DE, IT, JA, KO, PL, PT, ZH, ES",77373440,"Games","Games, Entertainment, Card, Strategy"
"8638","Crazy Girls Pool Party",4.06090464224309,3306.53127893136,0,"Vong Nguyen","12+","EN",108122112,"Games","Games, Strategy, Family"
"8639","Dinosaur Tic-Tac-Toe(2-Player)",4.06090464224309,3306.53127893136,2.99,"Ashby Navis & Tennyson Media Publisher LLC","4+","EN",33982464,"Games","Games, Entertainment, Puzzle, Strategy"
"8640","GameHack: Guide For Overwatch",4.5,35,0,"Vietkite Ltd,","4+","EN",14757888,"Games","Games, Entertainment, Action, Strategy"
"8641","Bubble Pop Sniper: World Bubble Shooter Puzzle",4.06090464224309,3306.53127893136,0,"Nam Vo Hoai","4+","EN",102861824,"Games","Games, Puzzle, Strategy"
"8642","BreakFall",4,7,0,"John Franklin","4+","EN",93958144,"Games","Games, Strategy, Entertainment, Puzzle"
"8643","Robot Parking",4.06090464224309,3306.53127893136,0,"GameTorque","4+","EN",185240576,"Games","Games, Adventure, Strategy"
"8644","Prison BreakOut& Break - Stickman Jail Escape Game",3,10,0,"Jing Liu","17+","CS, DA, NL, EN, FR, DE, HE, IT, JA, KO, NB, PL, PT, RU, ZH, ES, SV, ZH, TR",48976896,"Games","Games, Strategy, Entertainment, Adventure"
"8645","Eat Fruit link link 2",4.06090464224309,3306.53127893136,0,"Liu ShunE","4+","EN",49141760,"Games","Games, Strategy, Lifestyle, Puzzle"
"8646","Sushi Go Round - Simulation Game",1.5,9,0.99,"Kong Nai","4+","CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",40378368,"Games","Games, Role Playing, Strategy, Entertainment"
"8647","Florist and Mandalas Coloring Book For Adult : Best Colors Therapy Stress Relieving  Free",4.06090464224309,3306.53127893136,0,"Natthaya Sutthitham","4+","EN",11117568,"Games","Games, Lifestyle, Strategy, Action"
"8648","Florist and Mandalas Coloring Book For Adult : Best Colors Therapy Stress Relieving  Free",4.06090464224309,3306.53127893136,0,"Natthaya Sutthitham","4+","EN",11117568,"Games","Games, Lifestyle, Strategy, Action"
"8649","Worldcraft Defense & Ancient Legends of World League: Orcs Beginning",4.06090464224309,3306.53127893136,1.99,"LumiNet Kft.","4+","EN",149050368,"Games","Games, Strategy, Education, Simulation"
"8650","Fruit Join  Splash Pop: A fruits crush slicing puzzle games",4.5,20,0,"Md Solaiman","4+","EN",28364800,"Games","Games, Strategy, Puzzle, Entertainment"
"8651","Khmer Shot Clock",4.06090464224309,3306.53127893136,0,"bora chea","4+","EN",67075072,"Games","Games, Strategy, Entertainment, Puzzle"
"8652","Praise Word 2 - Christian Family Games... Praise Saga",4.06090464224309,3306.53127893136,0,"New Genius, LLC","4+","EN",14276608,"Games","Games, Strategy, Entertainment, Word"
"8653","Guide for Pok\xe9mon Go: Pokemon Go",5,24,0,"Vietkite Ltd,","4+","EN",20557824,"Entertainment","Entertainment, Adventure, Strategy, Games"
"8654","Colosseum Coach",4.06090464224309,3306.53127893136,0,"MassDiGI","9+","EN",162628608,"Games","Games, Role Playing, Strategy"
"8655","Reaction Test - Easy Eye Test",4.06090464224309,3306.53127893136,0,"Idea4e","4+","EN",32772096,"Games","Games, Trivia, Strategy, Education"
"8656","Salisa",4.06090464224309,3306.53127893136,0,"Ange NDOUDI","4+","EN",102784000,"Games","Games, Strategy, Entertainment, Casual"
"8657","Shovel commandos 2 clicker !",4.06090464224309,3306.53127893136,0,"Kwon HuckJune","4+","EN",39952384,"Games","Games, Strategy, Role Playing"
"8658","Shovel commandos 2 clicker",4.06090464224309,3306.53127893136,0.99,"Kwon HuckJune","4+","EN",33804288,"Games","Games, Strategy, Role Playing"
"8659","Picross/Nonogram Picture No.3",4.06090464224309,3306.53127893136,0,"kryung ryong ho","4+","EN",13464576,"Games","Games, Strategy, Puzzle, Entertainment"
"8660","Flashy Snake - Rolling Worm All O Skins Unlocked",4.5,218,0,"Dung Nguyen","4+","CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",28952576,"Games","Games, Strategy, Board, Entertainment"
"8661","Airfield Tycoon Clicker",4.5,92,0,"Softcen","4+","EN",177324032,"Games","Games, Entertainment, Strategy, Simulation"
"8662","League of Champions",4.06090464224309,3306.53127893136,0,"Giang Tran","9+","EN",444526592,"Games","Games, Strategy, Entertainment, Action"
"8663","Real Iron Robot Rivals: Little Steel Hero Battle",4.06090464224309,3306.53127893136,0,"NetSummit Enterprises, Inc.","4+","EN",18267136,"Games","Games, Strategy, Racing"
"8664","Real Iron Robot Rivals: Little Steel Hero Battle Pro",4.06090464224309,3306.53127893136,2.99,"NetSummit Enterprises, Inc.","4+","EN",18267136,"Games","Games, Racing, Strategy"
"8665","Flower Shop in New York City",4.06090464224309,3306.53127893136,0,"Ace of Apps","4+","ZH, EN, FR, DE, IT, JA, KO, ZH, ZH",53751808,"Games","Games, Strategy, Simulation"
"8666","Empires & Puzzles: RPG Quest",4.5,46733,0,"Small Giant Games","12+","AR, DA, NL, EN, FI, FR, DE, ID, IT, JA, KO, NO, PL, PT, RU, ES, SV",209278976,"Games","Games, Strategy, Role Playing"
"8667","Yellow Sq",4.06090464224309,3306.53127893136,0,"Gurtz Design & Development LLC","4+","EN",20921344,"Games","Games, Strategy, Action, Entertainment"
"8668","Sharp shooter Sniper assassin \u2013 The alone contract stealth killer at frontline",4.06090464224309,3306.53127893136,0,"Usman Elahi","12+","EN",106161152,"Games","Games, Role Playing, Strategy, Entertainment"
"8669","Bloons TD 6",5,46634,4.99,"Ninja Kiwi","9+","EN",163898368,"Games","Games, Strategy, Action, Entertainment"
"8670","Pocket Wars Protect or Destroy",4.06090464224309,3306.53127893136,3.99,"Downsideup Games","9+","EN",768564224,"Games","Games, Board, Strategy"
"8671","Busy Airport",4.06090464224309,3306.53127893136,0,"fikret urgan","4+","EN",6543360,"Games","Games, Family, Strategy"
"8672","GameHack: Guide for Game of War - Fire Age",4.5,42,0,"Brian Tribble","4+","EN",16115712,"Entertainment","Entertainment, Strategy, Games, Action"
"8673","In Her Mind",4.06090464224309,3306.53127893136,0,"MARCHENTERPRISE, LLC.","12+","EN",86922240,"Games","Games, Strategy, Entertainment, Adventure"
"8674","Space Ships WAR: 3D Battles TD",4.5,51,0,"Yurii Tkachenko","9+","EN",153375744,"Games","Games, Strategy"
"8675","Werewolf (Party Game)",4.5,23,0,"Wenxuan Shi","9+","EN",108509184,"Games","Games, Puzzle, Strategy, Entertainment"
"8676","Save Panda - A Wildlife Preservation Initiative",4.06090464224309,3306.53127893136,0,"Abhishek Malpani","4+","EN",192900096,"Games","Games, Entertainment, Puzzle, Strategy"
"8677","Baby Penguin Jump - Winter Edition",4.06090464224309,3306.53127893136,0,"Nikunj Surati","4+","EN",18416640,"Games","Games, Strategy, Entertainment, Casual"
"8678","ENYO",4,266,0,"Arnold Rauers","9+","EN",121902080,"Games","Games, Strategy, Puzzle, Entertainment"
"8679","Clash of Dungeon",4,40,0,"Monta Mobile Limited","4+","EN, ZH",92474368,"Games","Games, Strategy, Entertainment, Role Playing"
"8680","Bombwiper",4.06090464224309,3306.53127893136,0,"Alexander Nilsson-Stor","9+","EN",125623296,"Entertainment","Entertainment, Strategy, Action, Games"
"8681","Agricola All Creatures 2p",4,43,4.99,"Asmodee Digital","4+","EN, FR, DE, JA, RU, ES",164886528,"Games","Games, Strategy, Board"
"8682","GameHack: Guide for Clash of Royale",4,41,0,"Vietkite Ltd,","4+","EN",17739776,"Games","Games, Strategy, Action, Entertainment"
"8683","Sengoku line of defense",4.06090464224309,3306.53127893136,0,"GOOD PLACE, K.K.","4+","EN",116152320,"Games","Games, Strategy, Action, Entertainment"
"8684","Kingdom: New Lands",4.5,1144,9.99,"Raw Fury","9+","EN",180508672,"Games","Games, Strategy, Casual"
"8685","CITY BUILDER - PARIS",4.06090464224309,3306.53127893136,11.99,"Domyung Kim","4+","EN",68080640,"Games","Games, Strategy, Simulation, Education"
"8686","Evil Ducks Castle Free",4.06090464224309,3306.53127893136,0,"Anthony Hindle","4+","EN",41946112,"Games","Games, Strategy, Education, Casual"
"8687","Interruptions",4.06090464224309,3306.53127893136,0,"Abhishek Malpani","4+","EN",108550144,"Games","Games, Casual, Entertainment, Strategy"
"8688","GameHack: Guide for Wings.io",4.06090464224309,3306.53127893136,0,"Jason Rascoe","4+","EN",18864128,"Entertainment","Entertainment, Strategy, Adventure, Games"
"8689","Jurassic Dino Defense 3D",4.06090464224309,3306.53127893136,0.99,"Donald Nelson","9+","EN",70041600,"Games","Games, Action, Sports, Strategy"
"8690","Sweet Clash",4.06090464224309,3306.53127893136,0,"2DLogic LTD","4+","CS, DA, NL, EN, FI, FR, DE, EL, HE, ID, IT, JA, KO, MS, NB, PL, PT, RU, ZH, ES, SV, TH, ZH, TR, VI",60504064,"Games","Games, Entertainment, Puzzle, Strategy"
"8691","Opper",4.06090464224309,3306.53127893136,0,"Zak Huffaker","4+","EN",16384000,"Games","Games, Casual, Strategy"
"8692","Blindfold Basketball",4.06090464224309,3306.53127893136,0,"marty schultz","4+","EN",21575680,"Games","Games, Strategy, Sports, Sports"
"8693","2048 - Full option - 2,3,fibonacci - Full map 4x4 5x5 and ultilities",4.06090464224309,3306.53127893136,0,"Cong Thanh Lai","4+","EN",3915776,"Games","Games, Entertainment, Strategy, Puzzle"
"8694","Hot Tap",4.06090464224309,3306.53127893136,0,"AVishwanath Vishwanath","9+","EN",16831488,"Games","Games, Action, Strategy, Utilities"
"8695","Theft Tycoon",4.5,4471,0,"Corey Smith","12+","EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES, ZH",99308544,"Games","Games, Simulation, Strategy, Business"
"8696","Tower Defense - Civil War",4.06090464224309,3306.53127893136,0,"Vietnam Zonmob Technology JSC","9+","EN",152227840,"Games","Games, Strategy, Action, Entertainment"
"8697","Chef Master Rescue - restaurant management and cooking games free for girls kids",4.06090464224309,3306.53127893136,0,"somjai atsawasuriyawong","4+","EN",266789888,"Games","Games, Strategy, Casual, Entertainment"
"8698","Juicy Splash Mania",5,6,0,"harshil shukla","4+","EN",92364800,"Games","Games, Puzzle, Strategy, Entertainment"
"8699","Town Guardian",4.06090464224309,3306.53127893136,0,"SMART AND SENSE INFOTECH INC.","4+","EN",146248704,"Games","Games, Action, Strategy"
"8700","Robot Invasion SF",4.06090464224309,3306.53127893136,0,"Wil Rivera","17+","EN",107369472,"Games","Games, Action, Strategy"
"8701","Pizza Defense : Pizza games, bug games,killing games",4.06090464224309,3306.53127893136,0,"Chienfu Huang","4+","AR, CA, HR, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI",52551680,"Games","Games, Action, Entertainment, Strategy"
"8702","\"Baker's Game Solitaire\"",4.06090464224309,3306.53127893136,0,"MmpApps Corp.","4+","EN",20179968,"Games","Games, Strategy, Card, Entertainment"
"8703","Canniball",4.06090464224309,3306.53127893136,0,"Abhishek Malpani","4+","EN",97081344,"Games","Games, Casual, Strategy, Entertainment"
"8704","Bird Crush Puzzle Splash: free bubble jelly birds match 3 games",3.5,6,0,"Md Solaiman","4+","EN",15687680,"Games","Games, Strategy, Puzzle"
"8705","FiveStone",4.06090464224309,3306.53127893136,0,"naru studio","4+","CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",31594496,"Games","Games, Strategy, Family"
"8706","Time Space Shape",4.06090464224309,3306.53127893136,0,"SARJAK GAMING STUDIO PRIVATE LIMITED","4+","EN",17491968,"Games","Games, Strategy, Casual"
"8707","Fruit Line Brick",4.06090464224309,3306.53127893136,0,"Tien Thanh Nguyen","4+","EN",20123648,"Games","Games, Entertainment, Trivia, Strategy"
"8708","Takeover Trail",4,13,0,"MassDiGI","12+","EN",406896640,"Games","Games, Strategy, Action"
"8709","Stellar Horizons",4.06090464224309,3306.53127893136,0.99,"Burning Ember Software, Inc.","9+","EN",65757184,"Games","Games, Strategy"
"8710","Auralux: Constellations",4.5,3998,0,"War Drum Studios LLC","4+","EN, FR, DE, IT, JA, KO, ES",112653312,"Games","Games, Puzzle, Strategy"
"8711","So Social: Become an Internet Celebrity",4.5,261,0,"Tapps Tecnologia da Informa\xe7\xe3o Ltda.","4+","EN",53428224,"Games","Games, Simulation, Entertainment, Strategy"
"8712","Circle Shield",4.06090464224309,3306.53127893136,0,"Khang Le","4+","EN",19674112,"Games","Games, Casual, Strategy"
"8713","Minesweeper (With Multiplayer)",4,10,0.99,"JIE WANG","4+","EN",46312448,"Games","Games, Puzzle, Strategy"
"8714","Bounce Bullet:Kill Shot Bravo - A Free Shooting Skill Game",1,6,0,"Jing Liu","12+","CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",31887360,"Games","Games, Strategy, Entertainment, Action"
"8715","War Tower Defense  - Top Free  Strategy TD Game",2,8,0,"Fuya Tong","12+","CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",26435584,"Games","Games, Action, Strategy, Entertainment"
"8716","Stickman Crime in Kitchen \uff0d The Best New High IQ Test Game",4.06090464224309,3306.53127893136,0,"Fuya Tong","17+","CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",25448448,"Games","Games, Action, Strategy, Entertainment"
"8717","Panda Bridge",4.5,7,0,"Chau Hoang","4+","EN",10697728,"Games","Games, Action, Entertainment, Strategy"
"8718","Blockingfive: like tic tac toe",4.06090464224309,3306.53127893136,0,"Specspel","4+","EN",102076416,"Games","Games, Strategy, Board"
"8719","Mahjong Catalog",4,5,0,"MmpApps Corp.","4+","EN",358944768,"Games","Games, Puzzle, Strategy, Entertainment"
"8720","Kolor X",5,10,0,"Harsh Patel","4+","EN",32847872,"Games","Games, Casual, Entertainment, Strategy"
